Date,Start,End,Duration,Status,Activity,Description,Competencies,Edit,Coach Notes,Delete,Submission History
15/10/2025,10:45 AM,11:30 AM,45,Approved,Self-led Learning outside of EDUKATE,"I learned how to write data to a CSV file in Python using the open() function with the 'w' argument and the output_writer.writerow() method. I learned that opening the file with 'w' overwrites existing content, and that by combining writerow() with a for loop, I can efficiently write multiple rows of data to the file. This has improved my understanding of exporting structured data for reporting or further analysis, and I can now confidently automate the process of writing datasets to CSV files.",B4 K3 K5 S2 S15," - "," - "," - "," - "
15/10/2025,10:00 AM,10:45 AM,45,Approved,Self-led Learning outside of EDUKATE,"I learned how to read a CSV file in Python and specify the delimiter, recognising that CSV files can use a variety of characters (not just commas) to separate values. I learned how setting the correct delimiter is essential to accurately parse and interpret the data. This has improved my understanding of how to handle structured datasets from different sources, and I can now confidently read and process data files that use alternative delimiters, ensuring accurate input for analysis.",B4 S15 K3 K5 S2," - "," - "," - "," - "
08/10/2025,2:00 PM,2:45 PM,45,Approved,Self-led Learning outside of EDUKATE,"I learned how to create methods within a Python class. Methods are functions that belong to a class and define the behaviours that objects of the class can perform. I learned that the first argument of any method is always the instance calling the method, conventionally named self, and that every method must have at least this one argument. This has improved my understanding of how to organise functionality within classes, allowing objects to perform actions while maintaining access to their own data and attributes.",B4 K3 K6 S15," - "," - "," - "," - "
08/10/2025,1:00 PM,1:45 PM,45,Approved,Self-led Learning outside of EDUKATE,"I learned about class variables in Python, which are variables shared across all instances of a class. I learned that a class variable is defined within the class definition, and every object of the class has access to the same variable value. I also learned that class variables can be accessed using the object.variable syntax. This has improved my understanding of how to manage data that should be consistent across multiple objects and has enhanced my ability to structure and maintain shared information efficiently in object-oriented programming.",B4 S15 K6 K3," - "," - "," - "," - "
08/10/2025,11:00 AM,11:45 AM,45,Approved,Self-led Learning outside of EDUKATE,"I learned that a class instance is also referred to as an object, and that the process of defining classes and creating objects is known as Object-Oriented Programming (OOP). I now understand that OOP helps structure programs by representing real-world entities and their responsibilities through objects. I also learned that the type() function in Python can be used to identify the class an object belongs to, effectively performing the reverse of instantiation. This has given me a clearer understanding of how OOP organises data and behaviour in a program, improving my ability to design modular and maintainable code.",B4 K3 K6 S15," - "," - "," - "," - "
08/10/2025,10:00 AM,10:30 AM,30,Approved,Self-led Learning outside of EDUKATE,"I learned that defining a class in Python only creates the blueprint for a data type — it doesn’t perform any action until it is instantiated. Instantiation involves creating an instance (or object) of the class, which allows the class’s attributes and methods to be used. I also learned that instantiating a class uses a syntax similar to calling a function. This has improved my understanding of how classes transition from abstract definitions to usable objects, helping me better grasp how data and functionality are connected in object-oriented programming.",K3 K6 S15 B4," - "," - "," - "," - "
08/10/2025,9:00 AM,9:45 AM,45,Approved,Self-led Learning outside of EDUKATE,"I learned that a class in Python acts as a template for creating data types. It defines the attributes and behaviours (methods) that describe how objects of that class will store and interact with data. I learned how to define a class using the class keyword and that, according to the PEP 8 Style Guide, class names should be written in CapitalizedWords format to make them easily identifiable in code. This has improved my understanding of object-oriented programming principles and how classes help organise and structure data logically and efficiently.",K6 K3 S15 B4," - "," - "," - "," - "
03/10/2025,1:00 PM,1:45 PM,45,Approved,Self-led Learning outside of EDUKATE,"I learned how to use the with statement in Python to open files as a context manager. I now understand that using with open() automatically manages the file’s opening and closing, ensuring that resources are properly released even if an error occurs during processing. This has given me a better understanding of writing cleaner, safer, and more efficient code when handling files. It has also improved my confidence in managing file operations and reducing potential errors related to unclosed files.",K6 S15 B1 B4 K3," - "," - "," - "," - "
03/10/2025,11:30 AM,12:15 PM,45,Approved,Self-led Learning outside of EDUKATE,"I learned how to write data to a file in Python using the open() function with the 'w' argument and the .write() method. I now understand that opening a file in write mode ('w') creates a new file if it doesn’t exist and overwrites any existing content if it does. This has improved my understanding of how file handling works in Python and how data can be stored or replaced within files. I can now confidently write outputs from analysis or data transformations into text files, helping me record or export results efficiently.",K3 B4 S15 S2 K6," - "," - "," - "," - "
03/10/2025,10:45 AM,11:30 AM,45,Approved,Self-led Learning outside of EDUKATE,"I learned how to use the .readlines() method in Python to iterate through the lines of a text file using a for loop. I learned that .readlines() reads all lines from a file and stores them as a list, which allows each line to be processed individually in a loop. This has improved my understanding of how data can be extracted and manipulated from text-based sources, such as logs or CSV files. I can now confidently apply iteration to handle line-by-line processing, which is useful for cleaning or analysing raw data files.",B4 S15 S2 K6 K3," - "," - "," - "," - "
02/10/2025,10:30 AM,12:30 PM,120,Approved,Workplace Development,"I attended a seminar hosted by the Ada Lovelace Institute on Emerging Technology and Industry Practice. The session deepened my understanding of how AI and data-driven technologies can impact society, particularly around fairness, accountability, and responsible innovation. I learned how the institute collaborates with policymakers and industry leaders to create frameworks that ensure technological advances benefit society ethically and equitably.

The seminar improved my awareness of how ethical principles, such as transparency and inclusivity, are essential in designing and deploying AI systems. I gained insight into the importance of stakeholder engagement and the role of research organisations in shaping governance and regulation for emerging technologies. This has enhanced my understanding of how ethics underpin trustworthy and responsible data use in both research and industry contexts.",B1 K15 K12 B7 K9," - "," - "," - "," - "
01/10/2025,10:00 AM,12:00 PM,120,Approved,Workplace Development,"I attended a presentation by the Office for National Statistics (ONS) on the decision to proceed with a full Census in 2031. I learned about the ongoing debate between maintaining a traditional census and transitioning toward a data model based primarily on administrative data sources. From the session, I gained a deeper understanding of the limitations of current administrative datasets — particularly around consistency, completeness, and timeliness — and why these challenges prevent them from fully replacing the census at this stage.

This helped me appreciate how data quality and governance influence the reliability of large-scale datasets, and how such strategic decisions balance innovation with accuracy and public trust. I now have an improved understanding of the principles of administrative data, its role in population statistics, and how it can complement rather than replace traditional data collection methods in the near term.",S6 K14 K8 K4 B4," - "," - "," - "," - "
29/09/2025,2:00 PM,3:30 PM,90,Approved,Workplace Development,"workplace learning: I learned how to pass an existing Spark session as a parameter into functions, allowing me to reuse the same session when moving functions to separate Python files or modules.

I now understand how this avoids the need to reinitialise Spark sessions repeatedly, reduces overhead, and ensures consistent configuration across different scripts. This has improved my confidence in creating modular, reusable code that integrates seamlessly into larger data pipelines.

Applying this method allows me to write cleaner, more maintainable functions that are portable and efficient for workplace Spark workflows.",S15 S2 K11 K6 B2 B4," - "," - "," - "," - "
25/09/2025,4:00 PM,5:00 PM,60,Approved,Workplace Development,"workplace learning:  I learned how to append a new row of data to an existing CSV file using Python, including using the csv module and the with open(..., 'a') mode to safely add data without overwriting existing content.

I now understand how to manage CSV files dynamically, ensuring that new data can be added incrementally while maintaining file integrity. This has improved my confidence in handling outputs from data processing tasks and maintaining organised, up-to-date datasets.

Using this method allows me to update datasets efficiently and reliably, which is essential for workflows where data is collected or processed in multiple stages.",S15 K6 K11 S2 S14 B4," - "," - "," - "," - "
25/09/2025,2:00 PM,3:30 PM,90,Approved,Workplace Development,"workplace learning: I learned how to update or rename the filename of a pre-existing file using Python, including using functions from the os module.

I now understand how to safely rename files programmatically, check for file existence, and avoid overwriting important data. This has improved my confidence in managing file systems and organising outputs for data projects.

Applying this method allows me to maintain structured and traceable file storage, supporting reproducible workflows and reducing errors when handling multiple files.",K11 K6 S2 S15 B4," - "," - "," - "," - "
25/09/2025,11:30 AM,1:00 PM,90,Approved,Workplace Development,"workplace learning:  I learned the syntax to access elements in a YAML file using Python, including loading the file with the yaml library and retrieving nested keys and values safely.

I now understand how YAML structures data hierarchically and how to navigate nested dictionaries and lists within it. This has improved my confidence in reading configuration or data files in YAML format and extracting the specific information I need for analysis or workflow automation.

Using this approach allows me to work with structured configuration and data files efficiently, ensuring I can integrate YAML data into my Python scripts reliably.",K6 K11 S4 S15 B4," - "," - "," - "," - "
24/09/2025,2:45 PM,3:30 PM,45,Approved,Self-led Learning outside of EDUKATE,"I learned how to use .items() on a dictionary to return all key-value pairs as a sequence of tuples that can be iterated over.

I now understand how this allows me to access both keys and values simultaneously for processing or transforming data, without creating a separate list. This has improved my confidence in efficiently iterating over dictionaries for analysis, mapping, or data cleaning tasks.

Using .items() enables me to manipulate or inspect dictionaries systematically, supporting reliable and structured workflows in Python.",S4 K6 S15 B4," - "," - "," - "," - "
24/09/2025,2:00 PM,2:45 PM,45,Approved,Self-led Learning outside of EDUKATE,"I learned how to use .values() on a dictionary to return a dict_values view object, which is read-only but iterable.

I now understand how this method allows me to iterate over all the values in a dictionary efficiently without creating a separate list, and how it differs from a mutable list when modifications are required. This has improved my confidence in inspecting and working with dictionary data for analysis tasks.

Using .values() enables safe and efficient access to all data stored in a dictionary, supporting iteration and data processing workflows without accidentally altering the structure.",B4 S4 S15 B2 K6," - "," - "," - "," - "
24/09/2025,12:30 PM,1:15 PM,45,Approved,Self-led Learning outside of EDUKATE,"I learned how to retrieve all keys from a dictionary using the list() function to create a list of keys, or using .keys() to get a dict_keys view object that is read-only but iterable.

I now understand the difference between a mutable list of keys and the read-only dict_keys view, and when to use each approach depending on whether I need to modify the keys or just iterate over them. This has improved my confidence in efficiently exploring and working with dictionary data structures during analysis.

Using these methods allows me to inspect, iterate over, and manipulate dictionary data safely and appropriately for the task at hand.",B2 S15 S4 K6 B4," - "," - "," - "," - "
24/09/2025,11:45 AM,12:30 PM,45,Approved,Self-led Learning outside of EDUKATE,"I learned how to use the .pop() method on a dictionary to remove a key and simultaneously retrieve its value, including specifying a default value to return if the key is not present.

I now understand how this method allows me to safely remove keys without raising errors, and how it can be used to clean or restructure dictionaries dynamically during data processing. This has improved my confidence in managing Python data structures efficiently and handling missing or optional data gracefully.

Using .pop() with a default ensures that my code is robust, concise, and capable of handling variable datasets, supporting more efficient and error-tolerant analysis workflows.",S4 S15 K6 K8 B4 B2," - "," - "," - "," - "
24/09/2025,11:00 AM,11:45 AM,45,Approved,Self-led Learning outside of EDUKATE,"I learned how to use the .get() method on a dictionary to safely retrieve the value of a key, rather than using my_dict[key], which can raise a KeyError if the key is missing.

I now understand how .get() allows me to provide a default value when a key is absent, improving the robustness of my code when working with incomplete or unpredictable datasets. This has enhanced my confidence in handling real-world data reliably and reduces the risk of runtime errors during data processing.

Applying this method ensures my Python scripts are more error-tolerant and maintainable, supporting safer data analysis workflows.",K8 S4 S15 B2 B4 K6," - "," - "," - "," - "
24/09/2025,9:45 AM,10:30 AM,45,Approved,Self-led Learning outside of EDUKATE,"I learned how to safely check for the existence of a key in a dictionary using the if and in keywords before attempting to access it.

I now understand how this approach prevents runtime errors when working with missing or optional keys, ensuring that my code runs reliably even with incomplete or variable data. This has improved my confidence in handling real-world datasets where data quality may be inconsistent.

Applying this technique allows me to write more robust and error-tolerant Python code, which supports reliable data analysis workflows.",K8 S4 S15 B2 B4 K6," - "," - "," - "," - "
24/09/2025,9:00 AM,9:45 AM,45,Approved,Self-led Learning outside of EDUKATE,"I learned how to create dictionaries efficiently using dictionary comprehensions, including combining two lists into key-value pairs using zip().

I now understand how to generate dictionaries dynamically in a concise and readable way, improving my ability to manipulate data structures for analysis or preprocessing tasks. This has enhanced my confidence in writing Python code that is both efficient and maintainable.

Using dictionary comprehensions allows me to transform and organise data quickly, which supports downstream analysis or data cleaning tasks.",S15 S4 K11 K6 B4," - "," - "," - "," - "
23/09/2025,2:00 PM,4:00 PM,120,Approved,Workplace Development,"workplace learning:  I learned how to export specific logs or a PySpark DataFrame to a CSV file within a Cloudera session, adding a timestamp as a prefix to the filename for versioning and traceability.

I now understand how to filter or select relevant data, generate a timestamp dynamically, and save the results in a structured location within Cloudera. This has improved my ability to create reproducible outputs and maintain organised datasets for analysis or auditing purposes.

This learning enhances my confidence in producing clean, traceable data exports that can be shared or used in downstream workflows reliably.",B4 S15 S14 S2 K11 K6," - "," - "," - "," - "
23/09/2025,9:30 AM,11:30 AM,120,Approved,Workplace Development,"I learned about geometry types such as points, lines, and polygons, and how to calculate weighted population centroids. I also gained insight into spatial relationships, including Exact, Basic, and Best Fit methods. I did this by attending a seminar covering the basics of geospatial data, including coordinate reference systems, map projections, and spatial data types (raster and vector).

I now have a foundational understanding of geospatial concepts, which improves my ability to interpret and analyse location-based data. This learning enhances my confidence in applying spatial reasoning to data projects and selecting appropriate methods for spatial analysis tasks.",B4 K4 K7 S4 S5," - "," - "," - "," - "
22/09/2025,12:00 PM,1:30 PM,90,Approved,Workplace Development,"workplace learning: I learned that while DataFrames are highly optimised for large-scale distributed computations, using lists of tuples can be more efficient for small-scale or intermediate operations where DataFrame overhead is unnecessary. I did this by exploring the efficiency of using PySpark DataFrames compared to storing data as a list of tuples for intermediate calculations.

This has improved my understanding of performance considerations in PySpark and when to choose the most appropriate data structure for a given task.

This insight allows me to optimise workflows, balance computational efficiency, and make informed decisions about data representation during analysis.",K5 K6 S4 S15 B4," - "," - "," - "," - "
19/09/2025,3:00 PM,4:00 PM,60,Approved,Workplace Development,"workplace learning: I learned about type hints in Python, including how to annotate function parameters and return values with expected data types.

I now understand how type hints improve code readability, help catch potential errors early, and make collaborative coding easier by clearly communicating the intended data types. This has enhanced my confidence in writing maintainable, robust Python code and supporting better teamwork in data projects.

Using type hints allows me to anticipate data issues before runtime and improves the quality and reliability of analytical code.",K11 K6 B4 B2 S15," - "," - "," - "," - "
19/09/2025,12:00 PM,2:00 PM,120,Approved,Workplace Development,"workplace learning: I learned how to use .withColumn() combined with when() and otherwise() in PySpark to selectively update values in a DataFrame column based on conditions. I extended this by creating a custom function that allows updating any column of the user’s choice dynamically.

I now understand how to implement conditional logic across datasets programmatically, enabling flexible data transformation without manually rewriting code for each column. This has improved my confidence in building reusable tools for cleaning, transforming, and preparing datasets efficiently.

These skills enhance my ability to automate data processing tasks and ensure consistent application of rules across large datasets.",B2 K6 B4 K11 S4 S15," - "," - "," - "," - "
18/09/2025,11:30 AM,1:00 PM,90,Approved,Workplace Development,"Workplace learning: I learned how to create a Spark DataFrame from multiple sources, including two CSV files, a list of tuples, and a schema definition file.

I now understand how to combine data from different sources and apply a schema to ensure the DataFrame has the correct structure and data types. This has improved my confidence in setting up data pipelines and preparing datasets for analysis while maintaining consistency and integrity across data sources.

Using these methods allows me to handle varied data inputs efficiently and ensures that subsequent analysis or transformations can be applied reliably.",K6 K10 S15 S4 S8 B4," - "," - "," - "," - "
18/09/2025,10:30 AM,11:00 AM,30,Approved,Workplace Development,"Workplace learning: I learned about, and applied the Spark/PySpark command select(""column_name"").distinct().count() to identify the number of unique values in a dataset column.

I learned how to quickly calculate the uniqueness of data entries, which is important for understanding data quality, detecting duplicates, and validating datasets. This has improved my ability to assess and clean data efficiently within workplace datasets.

Using this method has enhanced my confidence in performing exploratory data analysis and ensures I can accurately summarise key aspects of datasets before further processing or modelling.",S4 B4 S6 K6 K8," - "," - "," - "," - "
17/09/2025,2:45 PM,3:30 PM,45,Approved,Self-led Learning outside of EDUKATE,"I learned how to create and manage virtual environments in Python using pipenv, including setting specific versions of packages via the Pipfile and understanding how system PATH environment variables affect package accessibility.

I now understand how virtual environments isolate project dependencies, prevent version conflicts, and maintain reproducibility across projects. I also learned how to configure package versions explicitly, which ensures that analyses remain consistent over time.

This has improved my confidence in setting up clean, reliable Python environments for data analysis, supporting better project organisation and reproducible workflows.",K6 S2 S15 B2 B4 K11," - "," - "," - "," - "
17/09/2025,12:00 PM,1:00 PM,60,Approved,Self-led Learning outside of EDUKATE,"I explored the basics of Python’s datetime module, learning how to create, format, and manipulate dates and times.

I learned how to convert strings to datetime objects, calculate time differences, and format dates for reporting or analysis. This has improved my understanding of how time-based data is handled in Python and how to manage inconsistencies in date formats when preparing datasets.

This has enhanced my ability to clean and transform temporal data accurately, which is essential for analysing trends over time in my projects.",K3 K6 S2 S4 B4," - "," - "," - "," - "
17/09/2025,11:15 AM,12:00 PM,45,Approved,Self-led Learning outside of EDUKATE,"I learned how to import and use a custom function from another Python file within the same directory.

I now understand how Python’s module system works, including how to structure code into separate files for better organisation and reusability. I also learned how the import statement and __init__.py files help manage project directories and how this improves maintainability and collaboration in larger projects.

This has given me greater confidence in writing modular, reusable code and setting up my project directories correctly for future analytical work.",S2 K6 K11 B2 B4," - "," - "," - "," - "
17/09/2025,10:30 AM,11:15 AM,45,Approved,Self-led Learning outside of EDUKATE,"I completed a learning activity covering the basics of Matplotlib for data visualisation and explored how to use Python’s decimal module to address floating-point precision errors.

I learned how to create simple plots using Matplotlib, including line and bar charts, and how to label and style visual elements clearly. I also learned why floating-point errors occur in numerical calculations and how the decimal library ensures greater accuracy when working with financial or high-precision data.

This has improved my confidence in presenting data visually and ensures I can handle numerical data accurately during analysis and reporting.",B4 B2 S14 K13 K6 S10," - "," - "," - "," - "
15/09/2025,3:30 PM,5:00 PM,90,Approved,Self-led Learning outside of EDUKATE,"I completed a learning activity on string manipulation in Python, specifically focusing on the use of replace(), find(), and format() functions, including formatting with keyword arguments.

I learned how to search for and modify text within strings efficiently, and how to dynamically insert variables into text templates using both positional and keyword-based formatting.

This has given me a clearer understanding of how text data can be processed and prepared for analysis. I now feel more confident in cleaning and transforming unstructured text data to make it usable for analysis workflows.",K6 B4 B2 S4 K5," - "," - "," - "," - "
09/09/2025,11:00 AM,12:30 PM,90,Approved,Workplace Development,"Learning activity: I learned how to create a class diagram that represents several classes, including their methods, attributes, data types, visibility (public/private), and default values. This expanded my understanding of object-oriented design, showing me how to formally visualise the relationships and structure of multiple classes in a system. I now have the skills to document class architecture clearly, making it easier to plan, communicate, and maintain complex codebases. This goes beyond just defining single classes or methods, as it provides a structured overview of multiple classes and their interactions.",B4 K6 B3 S15 S12 S4 K11," - "," - "," - "," - "
08/09/2025,3:45 PM,5:00 PM,75,Approved,Workplace Development,"Learning activity: I learned about the basic structure of classes in programming, including how to define attributes (data stored within a class) and methods (functions associated with the class). This gave me a better understanding of object-oriented principles and how to organise code in a reusable and logical way. I now feel confident in creating simple classes to structure data and functionality, which enhances my ability to write cleaner, more maintainable code for analysis tasks.",B4 K6 K11 S4 S15 B3," - "," - "," - "," - "
08/09/2025,11:30 AM,2:00 PM,150,Approved,Workplace Development,"Learning activity: I learned about UML diagrams, Mermaid, and MkDocs as tools to document, visualise, and structure data analysis workflows. I gained an introduction to creating UML diagrams to represent system architecture and data relationships, which has improved my ability to plan and communicate data processes clearly. I also explored Mermaid for generating diagrams from text and MkDocs for producing professional documentation from Markdown files. This has enhanced my understanding of how to organise and present analysis work effectively, providing me with tools to communicate complex data structures and workflows to stakeholders.",K11 K6 B4 B3 S15 S12," - "," - "," - "," - "
11/09/2025,1:30 PM,5:00 PM,210,Approved,Live Sessions,"I learned how to use groupby and agg together in pandas to summarise datasets and calculate statistics across groups. This gave me a clearer understanding of how to extract insights by applying aggregation functions such as mean, sum, min, and max to grouped data. I also discovered how functions like count and size handle missing values differently, which improved my awareness of managing data quality. Additionally, I practiced merging aggregated tables back into a detailed DataFrame, which enriched the dataset with summary insights. This has strengthened my ability to implement key stages of the data lifecycle, apply statistical methodologies, and select the most effective tools for analysing and presenting grouped data.",K8 S10 K3 K10 K11 K13 S2 S4 S13 S14 S15 B3 B4 B5," - "," - "," - "," - "
04/09/2025,1:30 PM,5:00 PM,210,Approved,Live Sessions,"I learned how to identify and resolve data quality issues within datasets, including handling missing values (NaN), correcting inconsistent or incorrect entries, and adjusting data types. I also gained experience in combining datasets using joins and concatenation in pandas, which improved my understanding of how different data structures and database design principles affect analysis. This has given me a stronger grasp of the steps in the data analysis lifecycle, from cleaning and transforming data to preparing it for deeper analysis. I now feel more confident in choosing the appropriate methods and tools to process data effectively, which enhances my ability to carry out reliable analysis.",B3 B4 B5 K11 K10 K8 K6 K3 S2 S4 S8 S15," - "," - "," - "," - "
20/08/2025,1:30 PM,5:00 PM,210,Approved,Live Sessions,"I learned how to apply Python data structures, including lists and tuples, alongside logical rules, loops, and conditionals, to solve practical data processing problems. Specifically, I learned how to implement conditional logic and iteration to manage real-world scenarios, such as handling concert entry rules based on age and capacity limits.

I learned this through hands-on exercises where I transformed raw data, applied data processing rules, and produced categorised outputs. I also learned new techniques for debugging code efficiently and structuring loops and conditionals to ensure accurate filtering, classification, and organisation of data.

This activity enhanced my ability to apply logical and analytical thinking in coding tasks, improved my confidence in selecting and using appropriate programming tools, and gave me practical skills to handle structured data problems more effectively.",K3 B4 S4 S2," - "," - "," - "," - "
28/08/2025,1:30 PM,5:00 PM,210,Approved,Live Sessions,"I learned how to use Python data structures - including lists, sets, and dictionaries - in more advanced ways to support practical data analysis tasks. I learned how to transform data between types, such as creating dictionaries from lists, and how to apply sets to identify unique elements in a dataset.

I learned how to implement error-handling functions to ensure input data is of the correct type, which gave me new knowledge about proactively identifying and mitigating potential data quality issues. I also learned analytical techniques such as counting duplicates and grouping data alphabetically, which are foundational for data mining and pattern recognition.

I learned how to apply stages of the data analysis lifecycle in practice, including data processing, classification, and interpretation. For example, I categorised names into dictionary keys based on their first letter, which reinforced my understanding of classification principles. I also gained new skills in creating reusable functions and organising code efficiently within Jupyter Notebook.

This activity strengthened my logical and analytical thinking, improved my ability to structure and analyse datasets, and enhanced my resilience in problem-solving through trial and error. The outputs I created - structured dictionaries and reusable functions - provide practical tools that I can apply to future datasets.",S12 S13 S14 S15 B1 B2 K11 S2 S3 S4 S6 B6 B5 B4 B3 K6 K8," - "," - "," - "," - "
26/08/2025,2:00 PM,4:30 PM,150,Approved,Self-led Learning outside of EDUKATE,"I learned how to work with files and key Python modules - os, json, and math - to support automation, data processing, and problem-solving.

I learned how to perform file operations in Python, including opening, reading, writing, and closing files, which are essential for working with persistent data. I also learned how to use the os module to interact with the operating system, including navigating file paths, creating or removing directories, and managing environment variables.

I learned how to use the json module to parse JSON strings into dictionaries and lists, and to serialise Python objects back into JSON. These skills are directly applicable to handling structured data and working with APIs in data engineering contexts.

Finally, I learned how to use the math module to access advanced mathematical functions, such as trigonometry, logarithms, and constants like pi and e, broadening my ability to perform complex analytical and computational tasks in Python.

This activity enhanced my practical knowledge of Python’s standard library and improved my ability to use these tools to manipulate data, automate tasks, and solve analytical problems.""",K6 S15 B4," - "," - "," - "," - "
27/08/2025,1:00 PM,3:30 PM,150,Approved,Self-led Learning outside of EDUKATE,"I learned how to combine lists and use loops in Python to manipulate and process data in more advanced ways. Specifically, I learned how to apply for and while loops with range() and conditional logic to generate new outputs from multiple lists, and how to structure while loops safely to avoid infinite iterations.

I learned this through hands-on exercises where I applied these techniques to perform operations on lists, combining data and generating outputs based on conditions. This activity gave me new insight into controlling program flow, applying logical structures effectively, and preparing datasets for further analysis or transformation in Python.

This activity strengthened my ability to write reliable, efficient code that can handle more complex data processing tasks and improved my confidence in applying Python loops and list operations in real-world scenarios.",S15 B2 B4 K6," - "," - "," - "," - "
28/08/2025,10:30 AM,12:30 PM,120,Approved,Workplace Development,"learning activity: I learned how to translate transformed data from an ETL pipeline into structured database tables using SQL, ensuring alignment with organisational database standards. Specifically, I learned how to define table schemas that include field names and data types, to enforce data integrity. I also learned how to validate SQL scripts against expected schema definitions and troubleshoot errors such as datatype mismatches or missing columns.

I learned this by working on the final stage of an ETL pipeline, where I created and tested database tables to ensure the processed data could be reliably loaded, queried, and used for downstream reporting and analysis. This exercise gave me practical experience in integrating SQL with ETL processes and reinforced the importance of consistency between transformed data and final database schemas.

This activity enhanced my understanding of relational database principles, schema enforcement, and data modelling, and improved my ability to produce high-quality, structured outputs that support accurate and reliable analytics.",B4 S4 K6 S15 B5," - "," - "," - "," - "
29/08/2025,1:30 PM,4:30 PM,180,Approved,Self-led Learning outside of EDUKATE,"I learned how to use nested loops and list comprehensions in Python to handle complex data processing tasks more efficiently. Specifically, I learned how to iterate over multi-dimensional data structures, such as lists of lists, to access and manipulate elements within sublists, and how to apply conditional logic within list comprehensions to filter or transform data in a single line.

I learned this by practicing nested loops and constructing list comprehensions for tasks that required comparing, transforming, or aggregating data across multiple levels. This exercise helped me understand the differences between standard loops and list comprehensions in terms of readability, execution efficiency, and suitability for different types of data manipulation tasks.

Through this activity, I strengthened my logical thinking, problem-solving skills, and ability to write clean, efficient code, enhancing my capability to manipulate, analyse, and prepare real-world datasets.",S2 S15 B4 K6 B5," - "," - "," - "," - "
01/09/2025,3:00 PM,5:00 PM,120,Approved,Workplace Development,"Learning Activity: I learned how the sequence of transformations in an ETL pipeline affects the application of variable datatypes and the reliability of downstream data ingestion. Specifically, I discovered that datatype transformations must be applied before other data-cleaning steps, such as trimming whitespace, and only to relevant variables to prevent inconsistencies.

I learned this by investigating an ETL pipeline issue where one table’s variable datatypes were not being applied correctly, causing errors downstream. I reviewed the SQL script and schema definitions to verify the intended datatypes and traced the problem to the order of transformations in the pipeline. By reordering the steps so that datatype transformations occurred first, the pipeline successfully enforced the correct datatypes and passed data reliably to downstream processes.

This activity reinforced my understanding of how each step in an ETL workflow depends on the previous one, and how misordering can create subtle but critical data issues. It also emphasized the importance of systematic debugging and testing to identify the true root cause rather than just addressing the symptoms.",S4 K6 B5 B2 S2," - "," - "," - "," - "
02/09/2025,1:00 PM,2:30 PM,90,Approved,Self-led Learning outside of EDUKATE,"I learned about Python’s design philosophy, the decisions that shaped its development, and the challenges faced during major transitions such as from Python 2 to Python 3. I gained insight into the role of the community in driving Python’s evolution, collaborative development practices, and the importance of backward compatibility.

I learned this by watching Python: The Documentary, which traces the language’s history from its origins as a side project to becoming one of the world’s most widely used programming languages. The documentary included interviews with Guido van Rossum and other key contributors, helping me understand how Python has developed over time and the factors that have influenced its adoption and growth.",B3 K11," - "," - "," - "," - "
02/09/2025,3:00 PM,5:00 PM,120,Approved,Workplace Development,"As part of a learning activity, I developed a deeper understanding of ETL pipeline integrity and learned the importance of verifying that data transformations produce consistent results. Using PySpark to compare staged and promoted tables, I gained new knowledge about how table structures, data types, and row counts must align across stages to ensure reliability.

I also learned how the sequence of transformations impacts the final output and how misalignment at one step can create subtle errors downstream. This exercise enhanced my analytical skills in systematically auditing datasets and improved my understanding of reproducibility and traceability in automated pipelines.

Overall, this activity increased my understanding of pipeline validation, reinforced best practices for data quality, and highlighted how programming can be applied not only for processing but also for verification and quality assurance.",S15 B5 B2 S4 K6 S2," - "," - "," - "," - "
03/09/2025,3:00 PM,4:30 PM,90,Approved,Self-led Learning outside of EDUKATE,"Learned how variable scope limits access outside of a function. Gained insight into using return statements to pass values back and an introduction to lambda functions for concise, single-line operations. This has improved my understanding of how functions control data flow and allows me to write more modular, efficient, and reusable code.",S4 K3 S2 B4," - "," - "," - "," - "
03/09/2025,11:00 AM,12:30 PM,90,Approved,Self-led Learning outside of EDUKATE,"Learned how to use parameters and arguments in functions, including multiple parameters, positional arguments, keyword arguments, and default values. Gained insight into how these affect function behavior and execution flow. This has improved my understanding of writing adaptable and reusable code, and allows me to structure functions more efficiently while reducing the risk of errors.",B4 S2 K3 S4," - "," - "," - "," - "
03/09/2025,9:00 AM,10:30 AM,90,Approved,Self-led Learning on EDUKATE,"Learned how to declare and call functions in my chosen programming environment. Gained an understanding of how whitespace affects code readability and execution flow. This has improved my confidence in structuring code logically, and I now have a better understanding of how program execution follows a defined sequence, allowing me to write more efficient and error-free functions.",S4 S2 B4 K3," - "," - "," - "," - "
